date,open,high,low,close,volume
2013-03-26,1976.81,1990.23,1975.60,1983.70,298849
2013-03-27,1991.91,1996.56,1973.72,1993.44,362612
2013-03-28,1989.70,1995.31,1985.45,1993.52,367681
2013-03-29,2007.12,2013.21,2003.96,2004.89,341600
2013-04-01,2009.94,2010.15,1994.54,1995.99,269152
2013-04-02,1996.81,2001.78,1973.27,1986.15,496115
2013-04-03,1990.71,1992.40,1972.02,1983.22,396383
2013-04-04,1963.39,1965.19,1938.89,1959.45,415397
2013-04-05,1948.33,1952.10,1916.77,1927.23,372650
2013-04-08,1927.04,1933.95,1918.69,1918.69,313346
2013-04-09,1918.13,1934.74,1901.96,1920.74,356633
2013-04-10,1933.73,1939.19,1923.43,1935.58,320151
2013-04-11,1944.53,1949.80,1926.54,1949.80,386578
2013-04-12,1954.22,1956.21,1919.90,1924.23,407384
2013-04-15,1916.06,1927.72,1907.35,1920.45,332949
2013-04-16,1900.18,1926.65,1896.69,1922.21,393055
2013-04-17,1934.61,1934.82,1910.78,1923.84,415255
2013-04-18,1916.55,1919.53,1900.05,1900.06,343475
2013-04-19,1899.35,1910.24,1888.30,1906.75,331261
2013-04-22,1903.97,1926.31,1901.98,1926.31,258760
2013-04-23,1924.43,1924.79,1908.77,1918.63,260475
2013-04-24,1931.06,1939.35,1921.03,1935.31,341103
2013-04-25,1937.88,1951.66,1935.81,1951.60,334964
2013-04-26,1949.92,1951.86,1942.37,1944.56,280159
2013-04-29,1948.87,1948.97,1934.68,1940.70,266047
2013-04-30,1947.07,1967.06,1946.99,1963.95,403076
2013-05-02,1961.67,1966.68,1954.28,1957.21,349694
2013-05-03,1967.88,1968.04,1953.40,1965.71,312534
2013-05-06,1977.44,1983.64,1960.14,1961.48,294946
2013-05-07,1962.28,1962.87,1951.27,1954.35,299865
2013-05-08,1961.73,1964.08,1952.38,1956.45,337936
2013-05-09,1963.61,1982.32,1961.50,1979.45,332552
2013-05-10,1975.48,1975.48,1944.75,1944.75,283839
2013-05-13,1936.86,1948.70,1935.57,1948.70,251572
2013-05-14,1954.39,1972.50,1954.13,1968.83,328476
2013-05-15,1971.96,1972.44,1963.52,1971.26,246959
2013-05-16,1980.03,1991.98,1980.03,1986.81,322202
2013-05-20,1990.36,1991.27,1982.43,1982.43,274387
2013-05-21,1994.02,1995.10,1976.17,1981.09,245783
2013-05-22,1991.76,1998.70,1987.23,1993.83,326447
2013-05-23,1985.91,1991.35,1969.19,1969.19,342936
2013-05-24,1979.35,1979.93,1961.59,1973.45,273552
2013-05-27,1974.59,1984.13,1971.53,1979.97,256076
2013-05-28,1983.58,1991.20,1978.89,1986.22,311410
2013-05-29,1993.69,2009.43,1992.68,2001.20,362633
2013-05-30,1999.83,2008.23,1997.84,2000.10,435687
2013-05-31,2009.25,2013.29,2000.82,2001.05,397506
2013-06-03,1993.11,2000.56,1989.51,1989.57,333504
2013-06-04,1998.38,1999.73,1979.42,1989.51,334900
2013-06-05,1988.94,1989.29,1959.19,1959.19,340501
2013-06-07,1953.83,1954.82,1923.84,1923.85,341120
2013-06-10,1927.19,1934.92,1923.59,1932.70,271732
2013-06-11,1933.10,1933.34,1910.05,1920.68,288160
2013-06-12,1913.60,1921.54,1907.29,1909.91,253382
2013-06-13,1905.10,1911.04,1881.24,1882.73,306431
2013-06-14,1895.77,1896.60,1881.50,1889.24,279281
2013-06-17,1889.45,1897.70,1878.40,1883.10,264449
2013-06-18,1887.72,1900.63,1872.70,1900.62,278590
2013-06-19,1899.50,1899.50,1883.41,1888.31,279751
2013-06-20,1864.37,1873.18,1844.41,1850.49,355762
2013-06-21,1806.40,1823.99,1806.02,1822.83,290459
2013-06-24,1821.22,1821.22,1798.98,1799.01,220937
2013-06-25,1790.33,1807.62,1770.53,1780.63,332240
2013-06-26,1799.74,1799.74,1772.49,1783.45,296936
2013-06-27,1809.55,1839.52,1809.40,1834.70,286261
2013-06-28,1844.60,1864.09,1844.60,1863.32,251086
2013-07-01,1851.57,1866.63,1850.03,1855.73,220875
2013-07-02,1861.26,1867.18,1850.29,1855.02,483157
2013-07-03,1854.29,1860.46,1823.10,1824.66,405797
2013-07-04,1830.49,1840.38,1825.62,1839.14,313016
2013-07-05,1848.97,1857.39,1828.75,1833.31,285636
2013-07-08,1830.81,1840.57,1809.72,1816.85,303581
2013-07-09,1828.63,1831.35,1815.03,1830.35,257901
2013-07-10,1835.94,1836.91,1818.94,1824.16,267902
2013-07-11,1840.34,1877.60,1840.34,1877.60,331466
2013-07-12,1873.66,1873.66,1863.40,1869.98,265986
2013-07-15,1869.98,1877.46,1847.82,1875.16,330028
2013-07-16,1875.53,1875.68,1860.37,1866.36,303330
2013-07-17,1871.29,1894.70,1856.55,1887.49,382917
2013-07-18,1883.07,1885.01,1870.78,1875.48,380292
2013-07-19,1880.44,1881.40,1861.43,1871.41,319620
2013-07-22,1880.81,1894.41,1873.17,1880.35,356944
2013-07-23,1890.55,1904.15,1885.57,1904.15,352402
2013-07-24,1904.07,1914.41,1901.15,1912.08,322150
2013-07-25,1906.57,1913.91,1904.44,1909.61,311997
2013-07-26,1912.05,1915.97,1902.47,1910.81,320158
2013-07-29,1908.66,1912.57,1899.02,1899.89,337586
2013-07-30,1901.88,1917.11,1900.54,1917.05,366881
2013-07-31,1915.47,1920.60,1910.82,1914.03,384142
2013-08-01,1916.56,1925.32,1906.74,1920.74,336061
2013-08-02,1936.26,1939.28,1920.98,1923.38,298152
2013-08-05,1920.83,1925.60,1915.69,1916.22,233985
2013-08-06,1914.06,1914.06,1895.87,1906.62,294649
2013-08-07,1892.47,1895.50,1878.33,1878.33,312431
2013-08-08,1884.58,1896.07,1879.13,1883.97,338168
2013-08-09,1884.57,1888.79,1876.07,1880.71,283475
2013-08-12,1878.50,1894.42,1878.33,1884.83,297512
2013-08-13,1893.42,1913.03,1890.78,1913.03,362604
2013-08-14,1912.59,1925.10,1908.92,1923.91,363325
2013-08-16,1903.72,1927.59,1901.70,1920.11,348502
2013-08-19,1917.32,1918.71,1909.80,1917.64,302123
2013-08-20,1910.30,1923.42,1885.93,1887.85,350351
2013-08-21,1891.01,1894.74,1863.60,1867.46,411236
2013-08-22,1847.94,1858.50,1838.52,1849.12,425947
2013-08-23,1861.58,1876.14,1854.67,1870.16,374963
2013-08-26,1876.59,1890.38,1876.59,1887.86,316295
2013-08-27,1883.71,1896.63,1881.44,1885.84,409263
2013-08-28,1862.51,1885.35,1861.56,1884.52,378294
2013-08-29,1892.03,1914.90,1891.59,1907.54,301696
2013-08-30,1918.91,1926.37,1910.37,1926.36,300931
2013-09-02,1925.32,1932.46,1921.01,1924.81,243989
2013-09-03,1934.24,1940.99,1928.09,1933.74,300060
2013-09-04,1929.60,1938.26,1921.93,1933.03,284191
2013-09-05,1943.66,1954.21,1937.82,1951.65,286744
2013-09-06,1954.11,1962.15,1949.01,1955.31,324987
2013-09-09,1964.09,1974.67,1962.62,1974.67,270737
2013-09-10,1978.08,1994.06,1974.59,1994.06,264328
2013-09-11,1995.96,2003.85,1987.40,2003.85,299412
2013-09-12,2004.67,2017.48,1995.16,2004.06,359256
2013-09-13,1994.95,2004.87,1992.26,1994.32,253920
2013-09-16,2011.69,2018.02,2004.45,2013.37,248501
2013-09-17,2009.31,2009.31,1994.31,2005.58,264662
2013-09-23,2000.72,2015.18,1994.77,2009.41,249540
2013-09-24,2001.51,2011.11,1990.36,2007.10,309360
2013-09-25,2004.53,2006.88,1988.87,1998.06,294753
2013-09-26,1992.10,2007.32,1991.10,2007.32,255553
2013-09-27,2012.26,2016.34,2008.25,2011.80,282342
2013-09-30,2002.02,2005.41,1994.22,1996.96,292784
2013-10-01,1997.62,2012.52,1991.22,1998.87,281273
2013-10-02,2012.07,2012.82,1999.02,1999.47,238252
2013-10-04,1999.92,2004.65,1985.63,1996.98,241066
2013-10-07,1997.17,2002.61,1991.02,1994.42,249767
2013-10-08,1987.97,2002.78,1981.21,2002.76,329570
2013-10-10,2000.91,2010.00,1997.66,2001.40,222678
2013-10-11,2018.01,2028.11,2012.66,2024.90,254286
2013-10-14,2026.07,2026.79,2019.65,2020.27,220739
2013-10-15,2034.69,2045.50,2033.84,2040.96,233625
2013-10-16,2040.03,2049.50,2033.75,2034.61,267494
2013-10-17,2051.19,2052.44,2035.96,2040.61,306925
2013-10-18,2046.56,2052.40,2041.36,2052.40,257592
2013-10-21,2054.16,2060.18,2047.83,2053.01,281928
2013-10-22,2051.01,2056.12,2045.45,2056.12,378783
2013-10-23,2062.81,2063.28,2035.75,2035.75,367991
2013-10-24,2034.96,2046.69,2027.93,2046.69,254851
2013-10-25,2047.46,2047.46,2023.82,2034.39,234838
2013-10-28,2037.28,2048.14,2030.90,2048.14,257528
2013-10-29,2046.67,2053.78,2039.46,2051.76,307654
2013-10-30,2055.00,2059.58,2043.93,2059.58,263429
2013-10-31,2050.96,2055.59,2030.09,2030.09,254504
2013-11-01,2037.25,2041.23,2030.57,2039.42,294190
2013-11-04,2035.08,2035.84,2022.91,2025.17,235243
2013-11-05,2027.62,2029.60,2010.20,2013.93,257824
2013-11-06,2015.32,2023.52,2011.41,2013.67,273687
2013-11-07,2014.85,2017.55,2000.60,2004.04,310947
2013-11-08,1987.21,1998.59,1984.86,1984.87,287309
2013-11-11,1995.86,1995.86,1973.05,1977.30,286217
2013-11-12,1983.94,2000.41,1983.89,1995.48,247355
2013-11-13,1993.16,1993.16,1963.56,1963.56,251537
2013-11-14,1980.20,1981.89,1963.42,1967.56,323107
2013-11-15,1980.99,2006.31,1980.99,2005.64,264691
2013-11-18,2014.24,2018.17,2009.76,2010.81,313967
2013-11-19,2009.95,2033.91,2009.47,2031.64,402796
2013-11-20,2028.34,2029.61,2010.74,2017.24,334803
2013-11-21,2013.71,2013.71,1985.65,1993.78,292666
2013-11-22,2002.15,2011.20,1992.48,2006.23,350985
2013-11-25,2020.00,2031.11,2015.98,2015.98,295512
2013-11-26,2008.19,2022.66,1998.90,2022.64,275309
2013-11-27,2016.28,2028.81,2010.84,2028.81,284075
2013-11-28,2039.73,2047.66,2037.73,2045.77,276271
2013-11-29,2044.85,2050.70,2038.46,2044.87,245371
2013-12-02,2050.45,2052.88,2029.10,2030.78,229692
2013-12-03,2023.62,2028.07,2008.55,2009.36,294947
2013-12-04,1998.69,2006.71,1986.80,1986.80,230327
2013-12-05,1993.73,1994.32,1971.44,1984.77,217668
2013-12-06,1982.99,1990.55,1980.40,1980.41,201897
2013-12-09,2000.52,2003.97,1997.58,2000.38,230269
2013-12-10,2000.03,2001.33,1989.41,1993.45,200955
